type	token_id	sense	confidence	annotator	annotations	annotators	agree_nr	agree_fct	left	target	right	comment	geen_reason	my_comment	comment_2	sense_2
spot	spot/noun/parool_20040103_64/284	geen	2	1_3	1	4	1	full	11 september 2001 de wereld op zijn kop zetten . Ineens is Zuidoost-Azië een hot	spot	en het journalistenpaar reist onmiddellijk naar Pakistan , het buurland van Afghanistan , waar de	andere betekenis, als in 'populaire plek'; twijfel of de betekenis van 'hot spot' betrekking heeft op 'schijnwerpers'	sense	NA	NA	other_sense
spot	spot/noun/parool_20040103_64/284	geen	3	1_1	1	4	1	full	11 september 2001 de wereld op zijn kop zetten . Ineens is Zuidoost-Azië een hot	spot	en het journalistenpaar reist onmiddellijk naar Pakistan , het buurland van Afghanistan , waar de	plaats	sense	NA	NA	other_sense
spot	spot/noun/parool_20040103_64/284	geen	4	1_4	1	4	1	full	11 september 2001 de wereld op zijn kop zetten . Ineens is Zuidoost-Azië een hot	spot	en het journalistenpaar reist onmiddellijk naar Pakistan , het buurland van Afghanistan , waar de	hier: plaats, locatie	sense	NA	NA	other_sense
spot	spot/noun/parool_20040103_64/284	geen	5	1_2	1	4	1	full	11 september 2001 de wereld op zijn kop zetten . Ineens is Zuidoost-Azië een hot	spot	en het journalistenpaar reist onmiddellijk naar Pakistan , het buurland van Afghanistan , waar de	in dit geval is spot het engelse woord voor plek	sense	NA	NA	other_sense
staal	staal/noun/de_morgen_20010119_01_160/426	staal_1	2	4_2	2	3	0.67	majority	al lichtende voorbeelden voor jongere generaties . Maar daarmee is deze muziek van koud gevormd	staal	nog steeds niet weggesmolten . Gavin Bryars , Derek Bailey & Tony Oxley , Joseph	figuurlijk gebruikt	sense	NA	NA	staal_1
staal	staal/noun/de_morgen_20010119_01_160/426	staal_1	3	4_1	2	3	0.67	majority	al lichtende voorbeelden voor jongere generaties . Maar daarmee is deze muziek van koud gevormd	staal	nog steeds niet weggesmolten . Gavin Bryars , Derek Bailey & Tony Oxley , Joseph	Figuurlijk.	sense	NA	NA	staal_1
staal	staal/noun/de_standaard_19991231_01_56/262	geen	4	13_2	2	3	0.33	minority	haven wel grote zorgen , want de overslagactiviteiten van onder meer fruit , papier en	staal	zijn de grote werkverschaffers in de Scheldehaven . Begin volgend jaar komt er een rondetafel	als nijverheidsplek	sense	NA	NA	other_sense
staal	staal/noun/de_standaard_20031011_01_36/216	geen	4	13_2	2	3	0.33	minority	zich . Achter de kleine , fragiele gestalte van Shirin Ebadi schuilt een vrouw van	staal	. Ze gooide zich als advocate op rechtszaken waar anderen zich ver van hielden .	"betekenis van ""zeer sterk"""	sense	NA	NA	other_sense
staal	staal/noun/de_standaard_20031011_01_36/216	staal_1	4	13_1	2	3	0.67	majority	zich . Achter de kleine , fragiele gestalte van Shirin Ebadi schuilt een vrouw van	staal	. Ze gooide zich als advocate op rechtszaken waar anderen zich ver van hielden .	figuurlijk	sense	NA	NA	staal_1
staal	staal/noun/het_laatste_nieuws_20041113_01_787/15	geen	0	5_2	2	3	0.67	majority	Ovenschotel van kabeljauw , prei en spek ( 4 personen ) Ingrediënten * 2	stalen	prei * 150g spek * olijfolie * aardappelpuree ( naar eigen smaak ) * 150g	Ik denk dat 'staal' hier gebruikt wordt als 'stuk'	sense	NA	NA	other_sense
staal	staal/noun/het_laatste_nieuws_20041113_01_787/15	geen	4	5_3	2	3	0.67	majority	Ovenschotel van kabeljauw , prei en spek ( 4 personen ) Ingrediënten * 2	stalen	prei * 150g spek * olijfolie * aardappelpuree ( naar eigen smaak ) * 150g	Het gaat niet over het materiaal of een monster maar over een aanduiding van de hoeveelheid	sense	NA	NA	other_sense
staal	staal/noun/nrc_handelsblad_20020121_26/592	staal_2	2	16_1	2	3	0.67	majority	midlifecrisis , maar van kamperen hou ik ook al niet , dus de volgende keer	staal	boven mijn hoofd graag . Starten en rijden - en wat is het geluid van	ik denk dat staal hier een metonymie is	sense	NA	NA	staal_2
staal	staal/noun/volkskrant_20010823_70/716	staal_1	3	17_3	2	3	0.67	majority	staat wel vast dat de senator geen opvolger zal krijgen die uit hetzelfde keiharde conservatieve	staal	is gegoten . Het electoraat in North Carolina is veel minder conservatief geworden , zodat	Figuurlijk gebruik (hetzelfde zijn)	sense	NA	NA	staal_1
stof	stof/noun/algemeen_dagblad_19991208_3/521	geen	4	19_2	3	3	0.33	none	geloof . Het huwelijk tussen de hervormde Maurits en de katholieke Marylene deed de nodige	stof	opwaaien . Het gemakkelijkst is het natuurlijk als de aanstaande gewoon Nederlands Hervormd is .	Figuurlijk: opschudding veroorzaken	sense	NA	NA	other_sense
stof	stof/noun/de_morgen_20030731_01_109/4	geen	3	19_2	3	3	0.33	none	Racing Genk wil	stof	doen opwaaien KRC acht zich na turbulente voorbereiding klaar voor het post-Sonck-tijdperk Toen Racing Genk	Figuurlijk: opschudding veroorzaken	sense	NA	NA	other_sense
stof	stof/noun/het_nieuwsblad_20041104_01_156/462	geen	3	20_1	2	3	0.33	minority	, sakkerde een nog steeds zwaar aangeslagen voorzitter Vanden Stock , ook al kort van	stof	". 	 Als men wil speculeren , doet men maar . Jullie kunnen me niet"	Geen van bovenstaande betekenissen, eerder figuurlijke betekenis.	sense	NA	NA	other_sense
stof	stof/noun/volkskrant_19991130_9/123	geen	3	2_2	2	3	0.33	minority	partner , in een levenslange schakel van serie-monogamie . ' Na 36 maanden zijn de	stoffen	in de hersenen die verliefdheid veroorzaken opgebrand , maar partners hebben dat vaak pas na	Gaat over chemische processen, niet letterlijk 'stof'	sense	NA	NA	other_sense
harden	hard/verb/parool_20010228_65/377	geen	0	19_2	2	3	0.67	majority	. Hun beide woordvoerders , de fractieleiders Tom Daschle ( Senaat ) en Dick Gep	hardt	( Huis ) , hielden vast aan hun opvatting dat de belastingverlaging te omvangrijk is	Typo? Dick Gephardt?	spelling	Gephardt	NA	wrong_lemma
harden	hard/verb/parool_20010228_65/377	geen	3	19_3	2	3	0.67	majority	. Hun beide woordvoerders , de fractieleiders Tom Daschle ( Senaat ) en Dick Gep	hardt	( Huis ) , hielden vast aan hun opvatting dat de belastingverlaging te omvangrijk is	Ik denk dat het eerder deel uitmaakt van zijn naam.	spelling	Gephardt	NA	wrong_lemma
haken	haak/verb/de_morgen_20010606_01_232/336	geen	2	4_2	1	3	1	full	graag praatte en voortdurend van idee veranderde over welke song ze wilde spelen . Gelukkig	haakte	Olson geregeld knopen door . Hij begón aan een liedje en basta . De lichte	moet 'hakte' zijn i.p.v. 'haakte' denk ik	spelling	hakt	NA	wrong_lemma
haken	haak/verb/de_morgen_20010606_01_232/336	geen	5	4_1	1	3	1	full	graag praatte en voortdurend van idee veranderde over welke song ze wilde spelen . Gelukkig	haakte	Olson geregeld knopen door . Hij begón aan een liedje en basta . De lichte	Dit is volgens mij een spellingsfout: er had 'hakte' in plaats van 'haakte' moeten staan en dat is dan geen voorbeeld van haaken meer, maar van hakken natuurlijk.	spelling	hakt	NA	wrong_lemma
harden	hard/verb/het_laatste_nieuws_19990406_01_455/20	geen	1	1_4	3	4	0.5	half	Ronde van VlaanderenKm 52Vandenbroucke cruciale beelden van de Ronde van VlaanderenKm 52Vandenbroucke maakt de wedstrijd	hardDe	83ste Ronde van Vlaanderen kent een bliksemstart met een vroege ontsnapping van dertig renners onder	dit is geen werkwoord 'hardde' maar een adjectief 'hard' in de figuurlijke betekenis daarvan die om een of andere reden samengetrokken is met het lidwoord 'de' van het begin van de volgende zin	spelling	hard+de	NA	wrong_lemma
harden	hard/verb/het_laatste_nieuws_19990406_01_455/20	geen	5	1_2	3	4	0.5	half	Ronde van VlaanderenKm 52Vandenbroucke cruciale beelden van de Ronde van VlaanderenKm 52Vandenbroucke maakt de wedstrijd	hardDe	83ste Ronde van Vlaanderen kent een bliksemstart met een vroege ontsnapping van dertig renners onder	Hier is hard ook een bijvoeglijk naamwoord en geen vorm van een werkwoord, er is ook een typfout gemaakt in deze zin. HardDe, zijn de twee losse woorden hard en de	spelling	hard+de	NA	wrong_lemma
harden	hard/verb/de_standaard_20040117_01_101/1949	geen	3	7_1	1	3	1	full	objectieven te bereiken , en met name over de VN , over de verhouding tussen	harden	soft power , en over het gebruik van preventief optreden . Als het waar is	Lijkt een typefout te zijn: 'hard en soft power'	spelling	hard+en	NA	wrong_lemma
harden	hard/verb/de_standaard_20040117_01_101/1949	geen	5	7_2	1	3	1	full	objectieven te bereiken , en met name over de VN , over de verhouding tussen	harden	soft power , en over het gebruik van preventief optreden . Als het waar is	ik denk dat het moet zijn: hard en soft power en dat er dus een fout is ingeslopen in het voorbeeld	spelling	hard+en	NA	wrong_lemma
harden	hard/verb/volkskrant_20031128_16/49	geen	0	19_2	2	3	0.67	majority	Een groep vooraanstaande juristen gaat in een ' virtueel drugsproces ' trachten het verbod op	harden	softdrugs op te heffen . Het verbod op verdovende middelen brengt de samenleving ernstige schade	Typo? Hard- en softdrugs?	spelling	hard+en	NA	wrong_lemma
harden	hard/verb/algemeen_dagblad_20000918_64/823	geen	2	11_2	1	3	1	full	Gogkin . Op die fiets , zo voorspelde Gogkin , zou Leontien zeker twee seconden	harden	gaan op de drie kilometer . Vervolgens werd door fabrikant Koga Miyata eenzelfde bolide op	Lijkt een typo te zijn, 'harden' ipv 'harder'	spelling	harder	NA	wrong_lemma
harden	hard/verb/algemeen_dagblad_20000918_64/823	geen	4	11_1	1	3	1	full	Gogkin . Op die fiets , zo voorspelde Gogkin , zou Leontien zeker twee seconden	harden	gaan op de drie kilometer . Vervolgens werd door fabrikant Koga Miyata eenzelfde bolide op	Ik denk dat het hier  'hardeR gaan' moet zijn.	spelling	harder	NA	wrong_lemma
heffen	hef/verb/de_morgen_20020820_01_118/202	geen	3	3_3	2	3	0.33	minority	. Het management heeft zich er ook toe verbonden vijf jaar te blijven . Dilissen	heft	meer dan een miljoen opties . Er zijn nu 25,5 miljoen aandelen in omloop ,	"Lijkt een typfout te zijn --> 'heeft"", afkomstig van het werkwoord 'hebben'"	spelling	heeft	NA	wrong_lemma
heffen	hef/verb/de_morgen_20030205_01_166/290	geen	2	3_2	1	3	1	full	is traditioneel sterk in de stroomopwaartse activiteiten , de exploratie met andere woorden . TotalFinaElf	heft	een belang in het Sincor-olieveld in Venezuela . De staking was was daar wel een	Volgens mij moet het hier 'heeft' zijn in plaats van 'heft'... Voor mij houdt de betekenis van de zin anders niet veel steek.	spelling	heeft	NA	wrong_lemma
heffen	hef/verb/de_morgen_20030205_01_166/290	geen	5	3_3	1	3	1	full	is traditioneel sterk in de stroomopwaartse activiteiten , de exploratie met andere woorden . TotalFinaElf	heft	een belang in het Sincor-olieveld in Venezuela . De staking was was daar wel een	'heft' heeft hier de betekenis van 'hebben' --> iemand heeft een belang bij iets	spelling	heeft	NA	wrong_lemma
heffen	hef/verb/de_standaard_20010713_01_62/627	geen	0	1_4	1	4	1	full	het jaar moest er een nieuwe generatie op de markt komen , maar die plannen	heft	Psion laten varen . Het bedrijf blijft wel onderhouds- en herstellingsdiensten aanbieden , en het	het lijkt precies een typfout te zijn, misschien had er 'heeft' moeten staan	spelling	heeft	NA	wrong_lemma
heffen	hef/verb/de_standaard_20010713_01_62/627	geen	3	1_1	1	4	1	full	het jaar moest er een nieuwe generatie op de markt komen , maar die plannen	heft	Psion laten varen . Het bedrijf blijft wel onderhouds- en herstellingsdiensten aanbieden , en het	"De zin lijkt fout, het zou logischer zijn als het ""heeft Pison laten varen"" was. Het lijkt dus gewoon alsof er een 'e' uit 'heeft' is weggelaten"	spelling	heeft	NA	wrong_lemma
heffen	hef/verb/de_standaard_20010713_01_62/627	geen	5	1_2	1	4	1	full	het jaar moest er een nieuwe generatie op de markt komen , maar die plannen	heft	Psion laten varen . Het bedrijf blijft wel onderhouds- en herstellingsdiensten aanbieden , en het	"Dit citaat is fout. Het wordt ""heft"" zou ""heeft"" moeten zijn zodat er staat ""heeft laten varen"" en de zin grammaticaal dan ook klopt. Dit heeft niks te maken met heffen."	spelling	heeft	NA	wrong_lemma
heffen	hef/verb/de_standaard_20010713_01_62/627	geen	5	1_3	1	4	1	full	het jaar moest er een nieuwe generatie op de markt komen , maar die plannen	heft	Psion laten varen . Het bedrijf blijft wel onderhouds- en herstellingsdiensten aanbieden , en het	foute spelling betrekking op het werkwoord 'hebben'	spelling	heeft	NA	wrong_lemma
heffen	hef/verb/het_nieuwsblad_20041105_01_297/12	geen	5	11_1	1	3	1	full	Snelheidsduivels vliegen door stad SINT-JANS-MOLENBEEK De politie van de zone Brussel-West	heft	in oktober de snelheid van 28.019 voertuigen gecontroleerd . Er werden 921 chauffeurs geverbaliseerd .	foutje in de zin: heeft gecontroleerd (i.p.v. 'heft')	spelling	heeft	NA	wrong_lemma
heffen	hef/verb/nrc_handelsblad_20010808_1/157	geen	5	8_1	1	3	1	full	andere telecomfonds in de AEX dat de afgelopen maanden net als Versatel ook flinke klappen	heft	gekregen , KPN , leed vanochtend zichtbaar onder Versatels koersverlies . KPN ging 5,2 procent	spellingsfout -> klappen heeft gekregen	spelling	heeft	NA	wrong_lemma
heffen	hef/verb/nrc_handelsblad_20010808_1/157	geen	5	8_2	1	3	1	full	andere telecomfonds in de AEX dat de afgelopen maanden net als Versatel ook flinke klappen	heft	gekregen , KPN , leed vanochtend zichtbaar onder Versatels koersverlies . KPN ging 5,2 procent	schrijffout: het zou 'heeft' moeten zijn en is dus geen vorm van het lemma 'heffen'	spelling	heeft	NA	wrong_lemma
heffen	hef/verb/nrc_handelsblad_20010808_1/157	geen	5	8_3	1	3	1	full	andere telecomfonds in de AEX dat de afgelopen maanden net als Versatel ook flinke klappen	heft	gekregen , KPN , leed vanochtend zichtbaar onder Versatels koersverlies . KPN ging 5,2 procent	Volgens mij is dit een schrijffout en moet het 'heeft' zijn	spelling	heeft	NA	wrong_lemma
heet	heet/adj/volkskrant_20000808_43/459	geen	0	16_3	1	3	1	full	in huis en de Amerikaanse mediabedrijven domineren het internet . Gezien die economische voorspoed is	hete	logisch dat het Amerikaanse vastgoed , voor een belangrijk deel , weer in handen komt	typfout: ik denk dat er niet 'hete' moet staan maar wel 'het'	spelling	het	NA	wrong_lemma
heet	heet/adj/volkskrant_20000808_43/459	geen	5	16_1	1	3	1	full	in huis en de Amerikaanse mediabedrijven domineren het internet . Gezien die economische voorspoed is	hete	logisch dat het Amerikaanse vastgoed , voor een belangrijk deel , weer in handen komt	typfout: is het logisch dat	spelling	het	NA	wrong_lemma
hoop	hoop/noun/het_laatste_nieuws_20010206_01_626/188	geen	3	3_1	2	3	0.67	majority	het beste verhopen voor de komende weken . De belangrijke wedstrijden volgen mekaar nu in	hoop	tempo op . De Luikenaars verloren drie keer op rij en zullen naar Brussel afzakken	Ik denk dat het hier een schrijffoutje is en dat ze eigenlijk 'hoog' bedoelden.	spelling	hoog	NA	wrong_lemma
hoop	hoop/noun/het_laatste_nieuws_20010206_01_626/188	geen	5	3_2	2	3	0.67	majority	het beste verhopen voor de komende weken . De belangrijke wedstrijden volgen mekaar nu in	hoop	tempo op . De Luikenaars verloren drie keer op rij en zullen naar Brussel afzakken	Schrijffout: moet 'hoog' tempo zijn	spelling	hoog	NA	wrong_lemma
hoop	hoop/noun/volkskrant_20010105_8/144	geen	3	11_1	2	3	0.33	minority	niet overtuigend . Daarna werden de Luxemburgers in conditie overklast en liep de zege nog	hoop	op . Mark Schmetz was met acht doelpunten topscorer . Harold Musser en Robert Nijdam	Ik denk dat hier ergens een typfout is ingeslopen: liep de zege nog hooG op ( of misschien zelfs: Riep de zege nog hoop op)	spelling	hoog	NA	wrong_lemma
harden	hard/verb/de_standaard_20040117_01_101/1949	geen	4	7_3	1	3	1	full	objectieven te bereiken , en met name over de VN , over de verhouding tussen	harden	soft power , en over het gebruik van preventief optreden . Als het waar is	Typefoutje + foute woordsoort	spelling	not specified	NA	wrong_lemma
heffen	hef/verb/het_nieuwsblad_20041105_01_297/12	geen	4	11_2	1	3	1	full	Snelheidsduivels vliegen door stad SINT-JANS-MOLENBEEK De politie van de zone Brussel-West	heft	in oktober de snelheid van 28.019 voertuigen gecontroleerd . Er werden 921 chauffeurs geverbaliseerd .	Typo	spelling	not specified	NA	wrong_lemma
harden	hard/verb/algemeen_dagblad_20020907_57/1067	geen	3	11_2	1	3	1	full	op het punt met mijn moeder de parkeergarage van de Bijenkorf te verlaten . Ik	hard	bezig mijn moeders rolstoel in te klappen . Een auto stopte en de donkere man	Niet genoeg context, lijk een typo te zijn	spelling	NA	NA	wrong_lemma
hemels	hemels/adj/de_morgen_20030613_01_7/117	hemels_1	5	17_3	2	3	0.67	majority	Is er immers niet die gigantische pot van 400 miljard oude franken waarmee al dat	hemelse	manna probleemloos gefinancierd kan worden ? De studiedienst van de werkgeversorganisatie VBO heeft zich bezighouden	Encyclo.nl: manna = Het voedsel dat God zes dagen per week uit de hemel liet neerdalen om de Israëlieten tijdens hun tocht door de woestijn van voedsel te voorzien.	lost	NA	NA	hemels_1
goedkoop	goedkoop/adj/algemeen_dagblad_20031002_24/308	goedkoop_1	5	18_2	3	3	0.33	none	kunnen ze beter zeggen dat alle bejaarden een pilletje moeten nemen . Da's lekker	goedkoop	"! 	 De opkomst is magertjes , maar ouderen weten dat in Den Haag steeds"	Geen specifiek woord, maar idee dat bejaarden een pilletje moeten nemen (geïnterpreteerd als euthanasie die geld bespaart)	NA	NA	NA	goedkoop_1
gemeen	gemeen/adj/het_nieuwsblad_20020218_01_367/97	gemeen_4	0	14_1	4	4	0.25	none	"al ben ik maar ' de Sergio ' . 	 Patrick Dewael : 	 Spleetje"	gemeen	"Was Sergio ook uw favoriet ? 	 , vroeg de immer positieve Bart"	Het is heel moeilijk om uit deze woordengroep af te leiden wat de juiste betekenis is, maar het lijkt een woordenwisseling te zijn, waarbij Dewael reageert op een uitspraak van iemand anders. 'spleetje gemeen' klinkt voor mij een beetje als 'beetje gemeen'. Dit als wederwoord op 'al ben ik maar' doet me eerder denken in de richting van kwaadaardig, maar daar ben ik natuurlijk helemaal niet zeker van	NA	NA	NA	gemeen_4
